input,recipe_name,output
fish brinjal mushroom okra,Fish Curry,"### CONTEXT
Ingredients: fish, brinjal, mushroom, okra

### ANSWER
<RECIPE_NAME> Fish Curry
<STEP> Heat oil in pan and sauté brinjal until slightly golden.
<STEP> Add mushroom and cook until the mixture turns soft.
<STEP> Add fish with okra and stir gently to coat.
<STEP> Cook the mixture until fish absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
fish peas tomato brinjal,Fish Curry,"### CONTEXT
Ingredients: fish, peas, tomato, brinjal

### ANSWER
<RECIPE_NAME> Fish Curry
<STEP> Heat oil in pan and sauté peas until slightly golden.
<STEP> Add tomato and cook until the mixture turns soft.
<STEP> Add fish with brinjal and stir gently to coat.
<STEP> Cook the mixture until fish absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
beans peas butter mushroom onion spinach,Spinach Fry,"### CONTEXT
Ingredients: beans, peas, butter, mushroom, onion, spinach

### ANSWER
<RECIPE_NAME> Spinach Fry
<STEP> Heat oil in pan and sauté peas until aromatic.
<STEP> Add beans and cook on medium heat until sealed.
<STEP> Add butter and stir continuously so ingredients combine well.
<STEP> Mix in mushroom and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with butter and mushroom.
<END>"
flour paneer ghee spinach salt,Paneer Paratha,"### CONTEXT
Ingredients: flour, paneer, ghee, spinach, salt

### ANSWER
<RECIPE_NAME> Paneer Paratha
<STEP> Mix flour with paneer and ghee until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little spinach.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with paneer or yogurt.
<END>"
rice paneer potato mushroom ghee peas cashew,Paneer Pulao,"### CONTEXT
Ingredients: rice, paneer, potato, mushroom, ghee, peas, cashew

### ANSWER
<RECIPE_NAME> Paneer Pulao
<STEP> Heat ghee in a pot and sauté paneer until fragrant.
<STEP> Add potato and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add mushroom and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with potato.
<END>"
mutton onion cauliflower ginger capsicum butter,Mutton Fry,"### CONTEXT
Ingredients: mutton, onion, cauliflower, ginger, capsicum, butter

### ANSWER
<RECIPE_NAME> Mutton Fry
<STEP> Heat oil in pan and sauté onion until aromatic.
<STEP> Add mutton and cook on medium heat until sealed.
<STEP> Add cauliflower and stir continuously so ingredients combine well.
<STEP> Mix in ginger and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with cauliflower and ginger.
<END>"
rice cashew ghee peas onion capsicum,Peas Pulao,"### CONTEXT
Ingredients: rice, cashew, ghee, peas, onion, capsicum

### ANSWER
<RECIPE_NAME> Peas Pulao
<STEP> Heat ghee in a pot and sauté cashew until fragrant.
<STEP> Add ghee and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add peas and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with ghee.
<END>"
flour mushroom yogurt,Paratha,"### CONTEXT
Ingredients: flour, mushroom, yogurt

### ANSWER
<RECIPE_NAME> Paratha
<STEP> Mix flour with mushroom and yogurt until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little mushroom.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with mushroom or yogurt.
<END>"
rice ghee mint yogurt onion,Mint Biryani,"### CONTEXT
Ingredients: rice, ghee, mint, yogurt, onion

### ANSWER
<RECIPE_NAME> Mint Biryani
<STEP> Heat ghee in a pot and sauté ghee until fragrant.
<STEP> Add mint and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add yogurt and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with mint.
<END>"
cauliflower mushroom ginger beans potato onion,Potato Fry,"### CONTEXT
Ingredients: cauliflower, mushroom, ginger, beans, potato, onion

### ANSWER
<RECIPE_NAME> Potato Fry
<STEP> Heat oil in pan and sauté mushroom until aromatic.
<STEP> Add cauliflower and cook on medium heat until sealed.
<STEP> Add ginger and stir continuously so ingredients combine well.
<STEP> Mix in beans and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with ginger and beans.
<END>"
egg hung curd lemon butter mint cream,Tandoori Egg,"### CONTEXT
Ingredients: egg, hung curd, lemon, butter, mint, cream

### ANSWER
<RECIPE_NAME> Tandoori Egg
<STEP> Marinate egg with hung curd, lemon and butter thoroughly.
<STEP> Coat the mixture well so egg absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated egg rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with hung curd and lemon.
<END>"
chicken lemon mint cream yogurt butter coriander,Tandoori Chicken,"### CONTEXT
Ingredients: chicken, lemon, mint, cream, yogurt, butter, coriander

### ANSWER
<RECIPE_NAME> Tandoori Chicken
<STEP> Marinate chicken with lemon, mint and cream thoroughly.
<STEP> Coat the mixture well so chicken absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated chicken rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with lemon and lemon.
<END>"
fish yogurt garlic hung curd lemon ginger,Tandoori Fish,"### CONTEXT
Ingredients: fish, yogurt, garlic, hung curd, lemon, ginger

### ANSWER
<RECIPE_NAME> Tandoori Fish
<STEP> Marinate fish with yogurt, garlic and hung curd thoroughly.
<STEP> Coat the mixture well so fish absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated fish rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with yogurt and lemon.
<END>"
chicken mushroom ginger carrot butter,Chicken Fry,"### CONTEXT
Ingredients: chicken, mushroom, ginger, carrot, butter

### ANSWER
<RECIPE_NAME> Chicken Fry
<STEP> Heat oil in pan and sauté mushroom until aromatic.
<STEP> Add chicken and cook on medium heat until sealed.
<STEP> Add ginger and stir continuously so ingredients combine well.
<STEP> Mix in carrot and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with ginger and carrot.
<END>"
flour salt peas yogurt spinach cauliflower,Cauliflower Paratha,"### CONTEXT
Ingredients: flour, salt, peas, yogurt, spinach, cauliflower

### ANSWER
<RECIPE_NAME> Cauliflower Paratha
<STEP> Mix flour with salt and peas until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little yogurt.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with salt or yogurt.
<END>"
egg carrot cauliflower oil,Egg Fry,"### CONTEXT
Ingredients: egg, carrot, cauliflower, oil

### ANSWER
<RECIPE_NAME> Egg Fry
<STEP> Heat oil in pan and sauté carrot until aromatic.
<STEP> Add egg and cook on medium heat until sealed.
<STEP> Add cauliflower and stir continuously so ingredients combine well.
<STEP> Mix in oil and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with cauliflower and oil.
<END>"
peas cauliflower mushroom,Cauliflower Fry,"### CONTEXT
Ingredients: peas, cauliflower, mushroom

### ANSWER
<RECIPE_NAME> Cauliflower Fry
<STEP> Heat oil in pan and sauté cauliflower until aromatic.
<STEP> Add peas and cook on medium heat until sealed.
<STEP> Add mushroom and stir continuously so ingredients combine well.
<STEP> Mix in cauliflower and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with mushroom and cauliflower.
<END>"
capsicum yogurt ghee okra cream cauliflower tomato,Cauliflower Curry,"### CONTEXT
Ingredients: capsicum, yogurt, ghee, okra, cream, cauliflower, tomato

### ANSWER
<RECIPE_NAME> Cauliflower Curry
<STEP> Heat oil in pan and sauté yogurt until slightly golden.
<STEP> Add ghee and cook until the mixture turns soft.
<STEP> Add capsicum with okra and stir gently to coat.
<STEP> Cook the mixture until capsicum absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
paneer coriander yogurt lemon butter cream,Tandoori Paneer,"### CONTEXT
Ingredients: paneer, coriander, yogurt, lemon, butter, cream

### ANSWER
<RECIPE_NAME> Tandoori Paneer
<STEP> Marinate paneer with coriander, yogurt and lemon thoroughly.
<STEP> Coat the mixture well so paneer absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated paneer rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with coriander and lemon.
<END>"
flour salt mushroom ghee peas cauliflower spinach,Cauliflower Paratha,"### CONTEXT
Ingredients: flour, salt, mushroom, ghee, peas, cauliflower, spinach

### ANSWER
<RECIPE_NAME> Cauliflower Paratha
<STEP> Mix flour with salt and mushroom until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little ghee.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with salt or yogurt.
<END>"
brinjal garlic beans mushroom peas,Brinjal Fry,"### CONTEXT
Ingredients: brinjal, garlic, beans, mushroom, peas

### ANSWER
<RECIPE_NAME> Brinjal Fry
<STEP> Heat oil in pan and sauté garlic until aromatic.
<STEP> Add brinjal and cook on medium heat until sealed.
<STEP> Add beans and stir continuously so ingredients combine well.
<STEP> Mix in mushroom and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with beans and mushroom.
<END>"
chicken oil peas spinach yogurt carrot garlic,Chicken Curry,"### CONTEXT
Ingredients: chicken, oil, peas, spinach, yogurt, carrot, garlic

### ANSWER
<RECIPE_NAME> Chicken Curry
<STEP> Heat oil in pan and sauté oil until slightly golden.
<STEP> Add peas and cook until the mixture turns soft.
<STEP> Add chicken with spinach and stir gently to coat.
<STEP> Cook the mixture until chicken absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
peas yogurt cauliflower capsicum,Cauliflower Curry,"### CONTEXT
Ingredients: peas, yogurt, cauliflower, capsicum

### ANSWER
<RECIPE_NAME> Cauliflower Curry
<STEP> Heat oil in pan and sauté yogurt until slightly golden.
<STEP> Add cauliflower and cook until the mixture turns soft.
<STEP> Add peas with capsicum and stir gently to coat.
<STEP> Cook the mixture until peas absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
rice carrot potato egg onion,Egg Pulao,"### CONTEXT
Ingredients: rice, carrot, potato, egg, onion

### ANSWER
<RECIPE_NAME> Egg Pulao
<STEP> Heat ghee in a pot and sauté carrot until fragrant.
<STEP> Add potato and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add egg and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with potato.
<END>"
chicken cauliflower mushroom spinach,Chicken Curry,"### CONTEXT
Ingredients: chicken, cauliflower, mushroom, spinach

### ANSWER
<RECIPE_NAME> Chicken Curry
<STEP> Heat oil in pan and sauté cauliflower until slightly golden.
<STEP> Add mushroom and cook until the mixture turns soft.
<STEP> Add chicken with spinach and stir gently to coat.
<STEP> Cook the mixture until chicken absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
rice onion carrot peas mint yogurt raisins,Peas Biryani,"### CONTEXT
Ingredients: rice, onion, carrot, peas, mint, yogurt, raisins

### ANSWER
<RECIPE_NAME> Peas Biryani
<STEP> Heat ghee in a pot and sauté onion until fragrant.
<STEP> Add carrot and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add peas and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with carrot.
<END>"
